ID,eta,pt,p,phi,motherPDG,nClusters,trackType,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
1172126,-3.52938,1.49544,25.5211,-0.965873,211,10,2,253.695,434,-1,61.5,1
1172126,-3.40257,0.979553,14.7297,-1.44485,211,10,4,253.695,0.464844,-1,-1,1
1179920,-3.45516,0.323462,5.12606,-1.19426,211,10,2,47.5567,19.875,-1,18.875,1
1179920,-3.15037,0.246955,2.88783,-1.23628,211,10,4,47.5567,0.24707,-1,-1,1
1237736,-3.112,0.223508,2.51562,-2.36536,321,10,3,78.4496,0.222656,0.337891,-1,1
1237736,-5.44386,0.253953,29.3745,2.17018,321,10,0,78.4496,1.27795e+07,0.337891,16.625,1
62476,-3.26301,0.619339,8.10292,0.118158,321,11,3,65.3853,0.0874023,0.632812,-1,1
62476,-3.15314,0.925545,10.853,0.318125,321,11,0,65.3853,290,0.632812,21.875,1
271794,-2.36163,0.390504,2.08968,0.228917,211,10,3,142.403,0.361328,1.78906,-1,1
271794,-3.22676,0.403746,5.09478,0.248634,211,10,0,142.403,49.75,1.78906,34.25,1
538290,-2.91631,0.375745,3.48075,2.14334,211,9,2,35.2535,6.96875,-1,4.75,1
538290,-2.53524,0.211199,1.34099,2.30664,211,9,4,35.2535,0.839844,-1,-1,1
562935,-2.49349,0.734445,4.47498,0.418659,321,9,3,116.541,0.110352,0.476562,-1,1
562935,-3.14394,0.606052,7.04174,0.263306,321,9,0,116.541,1264,0.476562,328,1
605191,-1.94448,0.548033,1.95457,0.977094,211,10,3,230.527,0.408203,10.375,-1,1
605191,-2.64272,0.85843,6.06162,0.656483,211,10,0,230.527,256,10.375,45.5,1
620768,-2.95919,0.658945,6.37008,-1.01377,211,9,3,197.502,0.0722656,0.667969,-1,1
619801,-3.33778,0.520987,7.34386,-0.948002,211,10,3,104.217,0.0622559,0.410156,-1,1
620768,-3.10632,1.14967,12.8668,-1.10927,211,9,0,197.502,2640,0.667969,61.75,1
619801,-3.6525,0.494746,9.54781,-1.59225,211,10,0,104.217,12160,0.410156,63.75,1
717330,-3.18122,0.483646,5.83223,-2.7995,211,10,3,56.4528,0.239258,1.27344,-1,1
717330,-3.05872,0.763467,8.14898,-3.01411,211,10,0,56.4528,444,1.27344,96.5,1
769679,-3.46042,0.40915,6.51812,0.0757914,211,11,3,145.711,0.160156,0.605469,-1,1
769679,-3.29294,1.31927,17.7832,0.583328,211,11,0,145.711,199680,0.605469,27.875,1
869899,-3.30362,0.238945,3.25537,-0.644981,321,10,3,14.9395,0.277344,1.09375,-1,1
869899,-3.06067,0.519007,5.55043,-0.470357,321,10,0,14.9397,135,1.09375,15.625,1
884869,-3.48117,0.194418,3.16205,0.760122,211,10,3,9.36792,0.5,0.396484,-1,1
884869,-3.44842,0.345596,5.44011,0.862039,211,10,0,9.36792,2.875,0.396484,3,1
939104,-3.9872,0.171927,4.63535,0.669771,211,11,3,34.2738,0.300781,1.73438,-1,1
939104,-3.5763,0.489191,8.74893,1.39129,211,11,0,34.2738,1768,1.73438,28.875,1
1046418,-3.16156,0.248152,2.93436,3.09791,211,11,3,159.022,0.482422,1.15625,-1,1
1046418,-3.49471,0.413403,6.81515,-2.8386,211,11,0,159.022,22656,1.15625,51.25,1
1127959,-3.74937,2.61391,55.5691,2.79846,511,9,3,32.5821,0.248047,1.42188,-1,1
1127959,-3.10184,25.4139,283.159,3.17041,511,9,0,32.5821,65536,1.42188,2048,1
1151016,-4.177,0.468275,15.2623,0.139606,211,10,3,117.317,0.0351562,0.231445,-1,0
1151016,-3.23474,1.41302,17.973,0.131285,211,10,0,117.317,46592,0.231445,34.5,0
1158989,-3.11219,0.204391,2.30091,-2.9822,211,10,3,69.1599,0.229492,0.431641,-1,1
1158989,-3.04819,0.531637,5.61533,-2.17815,211,10,0,69.1599,74,0.431641,8,1
1160923,-3.40819,0.310845,4.70051,-3.02108,211,12,3,78.8453,0.162109,1.21094,-1,1
1160923,-3.63941,0.598044,11.3914,-3.05455,211,12,0,78.8453,688,1.21094,58.5,1
1166739,-3.21095,0.329499,4.09285,1.13622,321,12,3,45.9878,0.162109,0.675781,-1,1
1166739,-3.24811,0.498357,6.42392,0.984327,321,12,0,45.9878,10.375,0.675781,2.39062,1
1319502,-3.56587,0.810287,14.3414,1.66994,211,11,2,60.7512,9408,-1,48,0
1319502,-3.7336,0.564032,11.8033,2.41484,211,11,4,60.7512,0.128906,-1,-1,0
1323591,-3.57641,0.15749,2.81694,-3.00911,211,10,3,30.3624,0.294922,2.92188,-1,1
1323591,-3.25323,0.684778,8.8721,-3.06184,211,10,0,30.3624,32256,2.92188,15.8125,1
1333136,-2.82913,0.250122,2.12475,-0.0113824,321,12,3,85.6965,0.410156,2.75,-1,1
1333136,-2.75313,0.484906,3.81994,-0.531926,321,12,0,85.6965,12928,2.75,21.625,1
1373481,-3.47493,0.486634,7.86564,-1.56233,211,13,2,67.9003,30.625,-1,4.4375,1
1373481,-3.14236,0.385578,4.47301,-1.49413,211,13,4,67.9003,0.285156,-1,-1,1
